-9.490009879	0.45512736	0.366446944	-0.382561089	-0.44584302	0.331097904	0.806744529	-0.262434173	-0.448503861	-0.072692848	0.565803558
0.257782016	0.838655566	-0.127018051	0.499812363	-0.226866251	-0.645243044	0.188699822	-0.580464862	0.651931744	-0.655564125	0.174854764
-4.438869807	0.502560814	0.142080697	0.160049769	0.505019897	-0.937163522	-0.284160161	0.635593862	-0.164624906	0.948071363	0.426812516
-19.78276279	-0.038850967	-0.416687005	0.899720269	0.640983647	0.273289096	-0.261757012	-0.279490249	-0.13067783	-0.085365811	-0.054623158
-7.966593842	-0.061954959	0.654644848	-0.697936891	0.667732471	-0.079387255	-0.438856017	-0.608071585	-0.641453118	0.731373593	-0.026818676
-7.896274317	-0.158056587	0.265739583	0.39971729	-0.3693431	0.143240611	-0.257975421	0.743629192	0.611461885	0.23242737	-0.251281288
-8.464803554	0.394497459	0.81722916	-0.607705856	0.618249633	0.255866551	-0.073201458	-0.388841689	0.079818869	0.270222029	-0.747484353
2.121459267	-0.005346215	-0.945371667	-0.927030967	-0.03231229	0.310106762	-0.20846744	0.880344931	-0.230778312	0.292463958	0.540931276
1.072011762	0.788085592	0.197674074	0.952068943	-0.845829774	0.550241392	-0.442355395	0.798410659	-0.252327713	-0.13738089	-0.335351443
-13.77244156	-0.369705057	-0.114528116	-0.807098168	0.490306612	-0.658280524	0.61078144	-0.720420809	-0.814106366	-0.945940266	0.096669383
-5.082010756	-0.435603428	0.934990644	0.809002158	-0.312115707	-0.971888363	0.61918825	0.042988607	0.67031111	0.166923297	0.376492139
7.887786537	0.112764403	-0.768499753	0.177017274	0.790284571	0.25295033	-0.234838018	0.80725019	0.667399202	-0.479612738	0.92447244
14.32314637	-0.204927688	0.147069437	-0.483669998	0.643491116	0.318366949	0.22821351	-0.023605251	-0.277058774	0.475963265	0.710722982
-20.05748262	-0.320505783	0.516059729	0.45215641	0.01712447	0.550819837	-0.247825424	0.725648318	0.394186628	-0.679738491	0.600121752
-0.899569325	0.450899107	0.589749448	0.646481831	0.7005669	0.969958411	-0.741746627	0.228189648	0.085749362	-0.694576514	0.06915202
-19.16829262	0.097987466	-0.342880071	0.440249351	-0.224407684	-0.969506757	-0.794203266	-0.792286206	-0.653548704	0.795267647	-0.162283162
5.601801561	0.694918973	-0.326979296	-0.153596636	-0.895186509	0.205788939	-0.667665679	-0.035536557	0.1455035	0.034600542	0.422335207
-3.225635219	0.35278246	0.702221104	0.568663875	-0.420215529	-0.261027239	0.010688216	-0.431154481	0.950015167	0.143806358	-0.754935484
1.529967573	-0.130792991	0.098338223	0.153470839	0.455073007	0.192108347	0.636111054	0.767526118	-0.25434882	0.292705105	0.680182445
-0.250102448	-0.806283228	0.826628989	0.226845012	0.172629197	-0.677877367	0.999390692	0.178949017	0.558405382	0.034958947	-0.850572001
12.79226793	-0.008461201	-0.648273596	-0.005334477	0.378146901	0.305652347	-0.282286749	0.101751207	0.534243289	0.051465131	-0.645972996
6.082192787	0.425190135	0.094415033	-0.07898439	-0.32207498	-0.918007186	0.595131732	0.410008146	-0.392626064	0.278903677	0.131636923
-7.481405271	0.033248426	0.070558448	-0.471995156	-0.682690342	0.398341471	-0.213672939	-0.090665635	-0.464033819	-0.035137821	-0.17118098
6.739533816	0.177454646	-0.678364455	-0.478713983	0.022721215	-0.504764929	0.264795961	-0.320454365	0.311304794	0.626941815	0.971011452
3.780807062	0.01715677	0.897596243	-0.465945609	0.28736235	0.88943623	0.179739812	0.491057914	-0.735984274	0.389411338	-0.715188478
4.564039393	0.074787855	-0.867265199	0.4505993	0.351048023	0.679731819	-0.038919975	-0.332086959	0.616657458	0.573021232	-0.419492575
-0.319567965	0.054527684	-0.155919316	0.926674256	0.888522582	0.65762039	0.641777021	0.750978803	-0.310497457	0.723474427	-0.158690497
11.29045266	0.20173311	0.865750257	0.93251606	0.24570884	-0.654610881	-0.14020032	-0.882568789	-0.214201669	-0.860027518	-0.799057462
-4.003499192	0.83258755	-0.595635014	0.12598048	0.123401887	-0.839435659	-0.166234818	0.120287953	-0.799471317	0.221672197	0.840756142
-19.87299104	-0.932581077	-0.641147115	0.994921629	0.483048267	-0.873629743	-0.362227717	0.263978602	0.455275888	-0.942498971	0.625116229
10.50276215	-0.230777892	0.697787113	0.022830408	0.625773882	0.977097985	0.099857306	-0.975585842	-0.689969833	-0.729458731	0.349632619
